id_solicitud;numero;fecha;id_cliente;id_persona;id_cultivo;id_dirpais;id_dirprovincia;id_dircanton;id_dirdistrito;id_dirbarrio;otras_senas;id_laboratorio;entrega;area_muestreada;edadcultivo;coordenadax;coordenaday;observaciones;estado;id_moneda;exento;id_access;id_categoria;responsable;id_cliente_subcliente
411;98504;2026-02-11 10:07:38;4;378;0;1;2;30;200;0;;9;0;;;;;Cliente:Agricola Industrial La Lydia, S.A #2026OT000107 / Sub cliente: Tecnosoluciones Integrales S.A;1;1;0;291024;1;2227;14425
412;98518;2026-02-12 14:01:00;3;6;0;1;4;45;295;0;;9;0;;;;;;1;1;0;291038;1;16680;0
413;98535;2026-02-13 13:56:03;5;6;0;1;2;30;200;0;;9;0;;;;;;1;1;0;291055;6;16662;0
414;98536;2026-02-13 13:58:10;1;6;0;1;2;30;200;0;;9;0;;;;;;1;1;0;291056;6;16685;0
415;98551;2026-02-17 10:46:27;1;6;0;1;5;59;0;0;;9;0;;;;;;1;1;0;291071;6;5550;13530
416;98561;2026-02-17 12:03:50;1;6;0;1;1;11;76;0;;9;0;;;;;;1;1;0;291081;1;10874;0
417;98575;2026-02-17 14:31:34;5;378;0;1;7;80;0;0;;9;0;;;;;;1;1;0;291095;1;11970;11764
418;98579;2026-02-17 14:41:06;4;378;0;1;7;77;0;0;;9;0;;;;;;1;1;0;291099;1;11970;10936
419;98584;2026-02-18 08:58:39;4;6;0;1;3;40;0;0;;9;0;;;;;Muestras en el laboratorio;1;1;1;291104;10;3640;14340
420;98593;2026-02-18 11:51:15;3;378;0;3;0;0;0;0;;9;0;;;;;Muestras secas.;1;2;0;291113;1;16561;0
421;98609;2026-02-18 15:16:46;4;6;0;1;6;0;0;0;;9;0;;;;;;1;1;0;291129;1;16131;4917
422;98636;2026-02-19 13:53:22;1;378;0;1;1;7;47;0;;9;0;;;;;;1;1;0;291156;1;15106;0
423;98664;2026-02-20 14:25:17;4;378;0;1;6;69;423;0;;9;0;;;;;Coordenadas geográficas Latitud: 8,919567° N y Longitud: 83,513130° O;1;1;0;291184;1;3859;14458
424;98666;2026-02-20 14:36:21;1;378;0;1;6;69;423;0;;9;0;;;;;Coordenadas geográficas Latitud: 8,919279° N y Longitud: 83,508071° O;1;1;0;291186;1;3859;14461
425;98699;2026-02-25 11:58:34;4;378;0;1;6;66;408;0;;9;0;;;;;;1;1;0;291219;1;16679;0
426;98723;2026-02-26 15:11:55;3;378;0;1;3;36;0;0;;9;0;;;;;;1;1;0;0;1;16697;0
427;98732;2026-02-27 09:38:13;2;6;0;1;3;36;241;0;;9;0;;;;;MUESTRAS DISTURBADAS. HABLARON CON PAMELA;1;1;0;0;6;16721;0
428;98738;2026-02-27 10:35:22;3;378;0;1;6;65;394;4914;;9;0;;;;;;1;1;0;0;1;11970;12602
429;98748;2026-02-27 11:46:08;3;6;0;1;5;57;0;0;;9;0;;;;;;1;1;0;0;1;15835;0
430;98750;2026-02-27 13:13:38;5;378;0;1;7;79;0;0;;9;0;;;;;;1;1;0;0;1;2156;14484
